layer_code ;generic_layer;layer_name;ED50_X_coordinate;ED50_Y_coordinate;ETRS89_X_coordinate;ETRS89_Y_coordinate;longitude;latitude;equipment;district;neighborhood;district_name;neighborhood_name
K015;Transports i serveis relacionats;Autobusos nocturns;429800372;4580944162;429708446;458074324;2159426;41375139;NITBUS -N0--;2;10;Eixample;Sant Antoni
K014;Transports i serveis relacionats;Autobusos diürns;428710269;4581721462;428618353;4581520533;21463;41382044;BUS -109-H10--;2;9;Eixample;la Nova Esquerra de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;428882079;4581053078;428790161;4580852155;2148433;41376039;BUS -L94--;3;15;Sants-Montjuïc;Hostafrancs
K014;Transports i serveis relacionats;Autobusos diürns;428587455;4580961014;42849554;4580760092;2144921;41375184;BUS -D20-52--;3;15;Sants-Montjuïc;Hostafrancs
K015;Transports i serveis relacionats;Autobusos nocturns;428254303;4581961013;428162391;4581760082;2140819;41384161;NITBUS -N3--;3;18;Sants-Montjuïc;Sants
K014;Transports i serveis relacionats;Autobusos diürns;431537441;4585386546;4314455;4585185582;2179693;414153;BUS -19-47-117-192-H8-D50-191--;7;35;Horta-Guinardó;el Guinardó
K014;Transports i serveis relacionats;Autobusos diürns;429905517;458549655;429813591;4585295586;2160155;4141615;BUS -114--;7;34;Horta-Guinardó;Can Baró
K015;Transports i serveis relacionats;Autobusos nocturns;427006282;458271794;426914382;4582517002;2125803;41390866;NITBUS -N7--;4;21;Les Corts;Pedralbes
K014;Transports i serveis relacionats;Autobusos diürns;42811099;4580116797;428019079;4579915883;2139324;41367538;BUS -46-65-79-109-165-L70-L72-L80-L86-L94-L95-CJ-H12-H16-E95-E86-E70-902-E80--;3;13;Sants-Montjuïc;la Marina de Port
K014;Transports i serveis relacionats;Autobusos diürns;431854248;4587199875;431762305;4586998894;2183279;41431659;BUS -97--;9;60;Sant Andreu;Sant Andreu
K014;Transports i serveis relacionats;Autobusos diürns;433327326;4588026626;433235369;4587825637;2200817;41439229;BUS -11-60-H8-H4-V33-133--;9;59;Sant Andreu;el Bon Pastor
K015;Transports i serveis relacionats;Autobusos nocturns;433327326;4588026626;433235369;4587825637;2200817;41439229;NITBUS -N8--;9;59;Sant Andreu;el Bon Pastor
K015;Transports i serveis relacionats;Autobusos nocturns;428176886;4585770319;428084976;4585569353;2139441;41418462;NITBUS -N4--;6;28;Gràcia;Vallcarca i els Penitents
K014;Transports i serveis relacionats;Autobusos diürns;427950434;4579514728;427858524;457931382;2137476;41362101;BUS -109-V3-H16--;3;13;Sants-Montjuïc;la Marina de Port
K015;Transports i serveis relacionats;Autobusos nocturns;43173363;4590431743;431641689;4590230732;218147;41460756;NITBUS -N3--;8;54;Nou Barris;Torre Baró
K015;Transports i serveis relacionats;Autobusos nocturns;432100207;4584418181;432008261;4584217226;2186535;41406626;NITBUS -N3--;10;65;Sant Martí;el Clot
K014;Transports i serveis relacionats;Autobusos diürns;430349563;4583211392;430257632;4583010449;2165732;41395607;BUS -39-47-V17--;2;7;Eixample;la Dreta de l'Eixample
K015;Transports i serveis relacionats;Autobusos nocturns;433388124;4585901536;433296166;4585700567;2201779;41420094;NITBUS -N8--;10;73;Sant Martí;la Verneda i la Pau
K014;Transports i serveis relacionats;Autobusos diürns;429733881;4585818535;429641957;4585617568;2158064;41419035;BUS -22-119--;7;37;Horta-Guinardó;el Carmel
K014;Transports i serveis relacionats;Autobusos diürns;428755656;4585431173;428663741;458523021;2146406;4141546;BUS -22-129-V19--;6;29;Gràcia;el Coll
K014;Transports i serveis relacionats;Autobusos diürns;428972826;458594477;428880909;4585743802;2148944;41420104;BUS -22-V19--;6;29;Gràcia;el Coll
K014;Transports i serveis relacionats;Autobusos diürns;42885606;4585671563;428764144;4585470597;2147579;41417633;BUS -22-V19--;6;29;Gràcia;el Coll
K014;Transports i serveis relacionats;Autobusos diürns;428717413;4585417893;428625498;458521693;214595;41415337;BUS -22-V19--;6;28;Gràcia;Vallcarca i els Penitents
K014;Transports i serveis relacionats;Autobusos diürns;429064092;4580928795;428972173;4580727873;2150624;41374936;BUS -L70-L72-L80-L86-D20-E86-E70-902-E80--;3;11;Sants-Montjuïc;el Poble-sec
K015;Transports i serveis relacionats;Autobusos nocturns;429064092;4580928795;428972173;4580727873;2150624;41374936;NITBUS -N0--;3;11;Sants-Montjuïc;el Poble-sec
K014;Transports i serveis relacionats;Autobusos diürns;432492289;4584386644;432400339;4584185689;2191229;41406375;BUS -H12--;10;66;Sant Martí;el Parc i la Llacuna del Poblenou
K015;Transports i serveis relacionats;Autobusos nocturns;431043578;458779746;430951642;4587596474;2173509;41436971;NITBUS -N1-N6--;8;45;Nou Barris;Porta
K014;Transports i serveis relacionats;Autobusos diürns;430754643;4588005626;43066271;4587804638;2170027;41438821;BUS -47-76-H4-H2-M19-182--;8;48;Nou Barris;la Guineueta
K015;Transports i serveis relacionats;Autobusos nocturns;431046078;4587963202;430954142;4587762214;217352;41438464;NITBUS -N6--;8;48;Nou Barris;la Guineueta
K014;Transports i serveis relacionats;Autobusos diürns;43150796;458868783;43141602;4588486836;2178966;4144503;BUS -76-H2-D50--;8;51;Nou Barris;Verdun
K015;Transports i serveis relacionats;Autobusos nocturns;431147386;4588678266;43105545;4588477272;2174651;41444913;NITBUS -N6--;8;50;Nou Barris;les Roquetes
K015;Transports i serveis relacionats;Autobusos nocturns;42875481;4582705134;428662894;4582504196;2146717;41390907;NITBUS -N12--;2;8;Eixample;l'Antiga Esquerra de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;431529106;4588009795;431437166;4587808807;2179296;41438925;BUS -11-H4-M19--;8;45;Nou Barris;Porta
K014;Transports i serveis relacionats;Autobusos diürns;425605062;458263283;425513175;4582431893;2109055;41389971;BUS -63-68-78-H4--;4;21;Les Corts;Pedralbes
K015;Transports i serveis relacionats;Autobusos nocturns;430638829;4582468721;430546896;4582267784;2169277;41388943;NITBUS -N2-N3-N4-N5-N6-N7--;2;7;Eixample;la Dreta de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;432704012;4584798696;43261206;4584597737;2193716;41410104;BUS -192--;10;65;Sant Martí;el Clot
K015;Transports i serveis relacionats;Autobusos nocturns;431702009;4583739029;431610066;458353808;2181848;41400475;NITBUS -N3--;2;5;Eixample;el Fort Pienc
K014;Transports i serveis relacionats;Autobusos diürns;42791153;4580985361;427819621;4580784439;2136836;41375343;BUS -D20-V5-52--;3;18;Sants-Montjuïc;Sants
K014;Transports i serveis relacionats;Autobusos diürns;430498758;4582606185;430406826;4582405247;2167586;41390169;BUS -7-22-24-V15--;2;7;Eixample;la Dreta de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;432118131;4586506016;432026185;4586305042;2186515;41425432;BUS -62-96-V29--;9;61;Sant Andreu;la Sagrera
K014;Transports i serveis relacionats;Autobusos diürns;431080566;4586102913;43098863;4585901943;2174145;41421713;BUS -117-D40--;7;35;Horta-Guinardó;el Guinardó
K014;Transports i serveis relacionats;Autobusos diürns;428147597;4585791817;428055687;458559085;2139088;41418653;BUS -V17-H4-H2--;6;28;Gràcia;Vallcarca i els Penitents
K014;Transports i serveis relacionats;Autobusos diürns;425614794;4582627844;425522907;4582426907;2109172;41389927;BUS -63-68-78-H4--;4;21;Les Corts;Pedralbes
K014;Transports i serveis relacionats;Autobusos diürns;429239225;4586513295;429147306;4586312321;2152064;41425248;BUS -19-H2--;7;38;Horta-Guinardó;la Teixonera
K014;Transports i serveis relacionats;Autobusos diürns;42842077;4578699336;428328856;4578498435;2143195;41354799;BUS -23-109-V3-H16--;3;13;Sants-Montjuïc;la Marina de Port
K015;Transports i serveis relacionats;Autobusos nocturns;430218255;4584767062;430126326;4584566104;2163982;41409607;NITBUS -N6--;6;32;Gràcia;el Camp d'en Grassot i Gràcia Nova
K015;Transports i serveis relacionats;Autobusos nocturns;42839156;4580416573;428299647;4580215656;2142643;41370263;NITBUS -N1-N13-N15-N16-N17-N18--;3;15;Sants-Montjuïc;Hostafrancs
K014;Transports i serveis relacionats;Autobusos diürns;42850343;4580743337;428411516;4580542417;2143942;41373216;BUS -91--;3;15;Sants-Montjuïc;Hostafrancs
K014;Transports i serveis relacionats;Autobusos diürns;430951064;4581655229;430859127;45814543;2173104;41381643;BUS -59-V13--;1;2;Ciutat Vella;el Barri Gòtic
K014;Transports i serveis relacionats;Autobusos diürns;430707802;4582039601;430615868;4581838668;2170151;41385084;BUS -59-V13--;1;1;Ciutat Vella;el Raval
K015;Transports i serveis relacionats;Autobusos nocturns;431213691;4584133327;431121753;4583932375;2175962;41403985;NITBUS -N1-N9--;2;6;Eixample;la Sagrada Família
K014;Transports i serveis relacionats;Autobusos diürns;43303029;4586130228;432938336;4585929257;2197472;41422124;BUS -B24-V31-V29--;10;73;Sant Martí;la Verneda i la Pau
K014;Transports i serveis relacionats;Autobusos diürns;433662338;4587615069;433570378;4587414084;2204872;4143555;BUS -V33--;9;59;Sant Andreu;el Bon Pastor
K015;Transports i serveis relacionats;Autobusos nocturns;427844815;4582188029;427752907;4581987096;2135895;41386169;NITBUS -N0--;4;19;Les Corts;les Corts
K015;Transports i serveis relacionats;Autobusos nocturns;430738467;4580926582;430646532;458072566;2170645;41375062;NITBUS -N0-N6--;1;1;Ciutat Vella;el Raval
K014;Transports i serveis relacionats;Autobusos diürns;430153577;4581311471;430061648;4581110545;2163607;41378478;BUS -V11-D50--;1;1;Ciutat Vella;el Raval
K014;Transports i serveis relacionats;Autobusos diürns;43267976;4582397607;432587808;458219667;2193693;41388476;BUS -59-V21-V27-136--;10;67;Sant Martí;la Vila Olímpica del Poblenou
K014;Transports i serveis relacionats;Autobusos diürns;427119877;4581725966;427027976;4581525037;2127281;41381942;BUS -H8-M12-175--;4;20;Les Corts;la Maternitat i Sant Ramon
K014;Transports i serveis relacionats;Autobusos diürns;42907852;4583067738;428986601;4582866796;2150546;41394202;BUS -6-7-33-34-H8--;2;8;Eixample;l'Antiga Esquerra de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;428911261;4583199505;428819344;4582998562;214853;41395374;BUS -27-D40--;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany
K014;Transports i serveis relacionats;Autobusos diürns;428299808;4584241885;428207897;4584040933;2141093;41404708;BUS -H6--;5;27;Sarrià-Sant Gervasi;el Putxet i el Farró
K014;Transports i serveis relacionats;Autobusos diürns;43255822;4586311705;43246627;4586110732;2191803;41423719;BUS -34-126-B24-H8-V31-V29--;9;61;Sant Andreu;la Sagrera
K015;Transports i serveis relacionats;Autobusos nocturns;432556064;4586680896;432464114;458647992;2191736;41427044;NITBUS -N9--;9;61;Sant Andreu;la Sagrera
K014;Transports i serveis relacionats;Autobusos diürns;432333736;4589469245;432241789;4589268243;2188763;41452138;BUS -62-96-97-104--;8;53;Nou Barris;la Trinitat Nova
K015;Transports i serveis relacionats;Autobusos nocturns;432333736;4589469245;432241789;4589268243;2188763;41452138;NITBUS -N3--;8;53;Nou Barris;la Trinitat Nova
K015;Transports i serveis relacionats;Autobusos nocturns;430299397;4586785569;430207468;4586584593;2164719;41427793;NITBUS -N4--;7;36;Horta-Guinardó;la Font d'en Fargues
K015;Transports i serveis relacionats;Autobusos nocturns;432113128;4588464613;432021183;458826362;2186235;41443071;NITBUS -N3--;8;52;Nou Barris;la Prosperitat
K014;Transports i serveis relacionats;Autobusos diürns;426058196;4581071437;425966304;4580870515;2114665;4137595;BUS -54-157-D20-H8--;4;20;Les Corts;la Maternitat i Sant Ramon
K014;Transports i serveis relacionats;Autobusos diürns;429462078;4583742156;429370156;4583541208;2155055;4140031;BUS -22-24-V17--;6;31;Gràcia;la Vila de Gràcia
K015;Transports i serveis relacionats;Autobusos nocturns;429462078;4583742156;429370156;4583541208;2155055;4140031;NITBUS -N4--;6;31;Gràcia;la Vila de Gràcia
K015;Transports i serveis relacionats;Autobusos nocturns;429232512;4583665011;429140592;4583464064;2152318;41399595;NITBUS -N5--;6;31;Gràcia;la Vila de Gràcia
K015;Transports i serveis relacionats;Autobusos nocturns;429972437;4581094938;429880509;4580894014;2161466;41376512;NITBUS -N6--;2;10;Eixample;Sant Antoni
K016;Transports i serveis relacionats;Autobus a l'aeroport;430194263;458215745;430102334;4581956516;2163996;41386101;AEROBUS -A1-A2--;2;10;Eixample;Sant Antoni
K014;Transports i serveis relacionats;Autobusos diürns;428581961;4578332241;428490045;4578131343;2145165;41351507;BUS -23-109-V3--;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K015;Transports i serveis relacionats;Autobusos nocturns;428581961;4578332241;428490045;4578131343;2145165;41351507;NITBUS -N1--;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K014;Transports i serveis relacionats;Autobusos diürns;429797897;4585577091;429705972;4585376126;2158859;41416866;BUS -24-86-V19--;7;37;Horta-Guinardó;el Carmel
K014;Transports i serveis relacionats;Autobusos diürns;429599565;4585594229;429507642;4585393264;2156484;41417003;BUS -24-V19--;7;37;Horta-Guinardó;el Carmel
K014;Transports i serveis relacionats;Autobusos diürns;430373734;4584246393;430281803;458404544;2165902;41404931;BUS -47-H8--;6;32;Gràcia;el Camp d'en Grassot i Gràcia Nova
K015;Transports i serveis relacionats;Autobusos nocturns;430194263;458215745;430102334;4581956516;2163996;41386101;NITBUS -N1-N12-N13-N14-N15-N16-N17-N2-N3-N8-N18-N28--;2;10;Eixample;Sant Antoni
K015;Transports i serveis relacionats;Autobusos nocturns;431121995;458433605;431030058;4584135096;2174842;41405803;NITBUS -N0-N1--;2;6;Eixample;la Sagrada Família
K015;Transports i serveis relacionats;Autobusos nocturns;428832237;4587607048;428740322;4587406064;2147065;41435063;NITBUS -N4--;7;40;Horta-Guinardó;Montbau
K014;Transports i serveis relacionats;Autobusos diürns;431830198;4582259887;431738253;4582058952;2183549;41387164;BUS -H14-V19--;1;4;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera
K014;Transports i serveis relacionats;Autobusos diürns;430842285;4588712712;430750351;4588511718;2170995;41445197;BUS -27-127--;8;50;Nou Barris;les Roquetes
K014;Transports i serveis relacionats;Autobusos diürns;434315925;4585493572;434223959;4585292606;2212925;41416496;BUS -V31-136--;10;70;Sant Martí;el Besòs i el Maresme
K014;Transports i serveis relacionats;Autobusos diürns;429054718;4584400878;4289628;4584199924;2150105;41406207;BUS -22-24-116-87-V17--;6;31;Gràcia;la Vila de Gràcia
K014;Transports i serveis relacionats;Autobusos diürns;431762921;4582449823;431670977;4582248886;2182723;41388869;BUS -B25-B20-H16-V19--;1;4;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera
K015;Transports i serveis relacionats;Autobusos nocturns;431762921;4582449823;431670977;4582248886;2182723;41388869;NITBUS -N11--;1;4;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera
K015;Transports i serveis relacionats;Autobusos nocturns;431791687;458233475;431699743;4582133814;218308;41387835;NITBUS -N8-N28--;1;4;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera
K014;Transports i serveis relacionats;Autobusos diürns;42637246;4584201947;426280566;4584000996;2118042;41404173;BUS -130--;5;23;Sarrià-Sant Gervasi;Sarrià
K015;Transports i serveis relacionats;Autobusos nocturns;428375993;4586422977;428284082;4586222004;2141746;41424358;NITBUS -N4--;7;39;Horta-Guinardó;Sant Genís dels Agudells
K014;Transports i serveis relacionats;Autobusos diürns;433948242;4587735095;43385628;4587534109;220828;41436654;BUS -11--;9;59;Sant Andreu;el Bon Pastor
K014;Transports i serveis relacionats;Autobusos diürns;428815352;4583487235;428723436;458328629;2147349;41397957;BUS -V13--;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany
K015;Transports i serveis relacionats;Autobusos nocturns;428815352;4583487235;428723436;458328629;2147349;41397957;NITBUS -N8--;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany
K015;Transports i serveis relacionats;Autobusos nocturns;429688668;4582437249;429596743;4582236313;2157917;41388577;NITBUS -N7--;2;8;Eixample;l'Antiga Esquerra de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;429019754;4580500659;428927835;4580299741;2150144;41371076;BUS -13-150--;3;11;Sants-Montjuïc;el Poble-sec
K015;Transports i serveis relacionats;Autobusos nocturns;433608977;458784561;433517018;4587644623;2204208;41437622;NITBUS -N8--;9;59;Sant Andreu;el Bon Pastor
K014;Transports i serveis relacionats;Autobusos diürns;430897324;4588877064;43080539;4588676068;2171635;41446682;BUS -27--;8;50;Nou Barris;les Roquetes
K014;Transports i serveis relacionats;Autobusos diürns;428340162;458182393;42824825;4581623;2141862;41382934;BUS -78-V7--;3;18;Sants-Montjuïc;Sants
K014;Transports i serveis relacionats;Autobusos diürns;42969981;4581285218;429607885;4581084293;2158184;41378202;BUS -13-55-91-120-H16--;2;10;Eixample;Sant Antoni
K015;Transports i serveis relacionats;Autobusos nocturns;43018822;4583490408;430096291;4583289462;216377;41398106;NITBUS -N6--;2;7;Eixample;la Dreta de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;427089786;4584898171;426997886;4584697213;2126539;41410509;BUS -123-196-H2--;5;25;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova
K015;Transports i serveis relacionats;Autobusos nocturns;428501456;4584319942;428409543;4584118989;2143496;41405429;NITBUS -N0--;5;27;Sarrià-Sant Gervasi;el Putxet i el Farró
K014;Transports i serveis relacionats;Autobusos diürns;429318085;4583010769;429226164;4582809828;2153418;4139371;BUS -67--;2;8;Eixample;l'Antiga Esquerra de l'Eixample
K015;Transports i serveis relacionats;Autobusos nocturns;432823309;4585349842;432731356;4585148878;2195082;41415078;NITBUS -N8--;10;72;Sant Martí;Sant Martí de Provençals
K014;Transports i serveis relacionats;Autobusos diürns;428074702;4586966573;427982793;4586765596;2138076;41429227;BUS -76--;7;39;Horta-Guinardó;Sant Genís dels Agudells
K015;Transports i serveis relacionats;Autobusos nocturns;432173772;4583036078;432081825;4582835136;218757;41394184;NITBUS -N0--;10;66;Sant Martí;el Parc i la Llacuna del Poblenou
K014;Transports i serveis relacionats;Autobusos diürns;427887747;4582695229;427795839;4582494291;2136348;41390741;BUS -7-33-63-67-78-E79-E30--;4;19;Les Corts;les Corts
K015;Transports i serveis relacionats;Autobusos nocturns;428584238;4586819737;428492325;4586618761;2144191;4142795;NITBUS -N4--;7;41;Horta-Guinardó;la Vall d'Hebron
K014;Transports i serveis relacionats;Autobusos diürns;428092956;4586987154;428001047;4586786176;2138292;41429414;BUS -19-76--;7;40;Horta-Guinardó;Montbau
K015;Transports i serveis relacionats;Autobusos nocturns;429027077;4581504065;428935158;4581303138;2150114;41380114;NITBUS -N0--;2;9;Eixample;la Nova Esquerra de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;430533279;4583023321;430441347;4582822379;2167951;41393929;BUS -39-47-B24-V17--;2;7;Eixample;la Dreta de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;428509652;458278821;428417738;4582587271;2143775;41391634;BUS -27-H8-D40--;4;19;Les Corts;les Corts
K014;Transports i serveis relacionats;Autobusos diürns;434559817;4585651908;434467848;4585450941;2215826;41417942;BUS -H14-V33--;10;70;Sant Martí;el Besòs i el Maresme
K015;Transports i serveis relacionats;Autobusos nocturns;428835084;4581700915;428743167;4581499986;2147795;4138187;NITBUS -N0--;2;9;Eixample;la Nova Esquerra de l'Eixample
K015;Transports i serveis relacionats;Autobusos nocturns;42627368;4584180192;426181787;4583979241;2116863;41403968;NITBUS -N8--;5;23;Sarrià-Sant Gervasi;Sarrià
K014;Transports i serveis relacionats;Autobusos diürns;431173405;4589129464;431081469;4588928466;2174911;41448979;BUS -127--;8;50;Nou Barris;les Roquetes
K014;Transports i serveis relacionats;Autobusos diürns;430837924;4583397346;430745989;4583196401;2171552;41397324;BUS -X1--;2;7;Eixample;la Dreta de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;426761382;4584114617;426669485;4583913666;2122705;41403423;BUS -V9--;5;23;Sarrià-Sant Gervasi;Sarrià
K015;Transports i serveis relacionats;Autobusos nocturns;433958484;4585547207;433866521;4585346241;2208642;4141695;NITBUS -N11--;10;70;Sant Martí;el Besòs i el Maresme
K014;Transports i serveis relacionats;Autobusos diürns;434591127;4584104676;434499158;4583903723;2216368;41404009;BUS -V29--;10;69;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou
K015;Transports i serveis relacionats;Autobusos nocturns;434066532;4585200507;433974568;4584999544;2209973;41413836;NITBUS -N11--;10;70;Sant Martí;el Besòs i el Maresme
K014;Transports i serveis relacionats;Autobusos diürns;432168601;4583527981;432076654;4583327034;2187453;41398614;BUS -H14--;10;66;Sant Martí;el Parc i la Llacuna del Poblenou
K015;Transports i serveis relacionats;Autobusos nocturns;432168601;4583527981;432076654;4583327034;2187453;41398614;NITBUS -N11--;10;66;Sant Martí;el Parc i la Llacuna del Poblenou
K014;Transports i serveis relacionats;Autobusos diürns;431683491;4580945035;431591547;4580744112;2181942;41375309;BUS -BCTE--;1;2;Ciutat Vella;el Barri Gòtic
K014;Transports i serveis relacionats;Autobusos diürns;427985455;4584829211;427893547;4584628253;2137262;41409969;BUS -BCTE--;5;25;Sarrià-Sant Gervasi;Sant Gervasi - la Bonanova
K014;Transports i serveis relacionats;Autobusos diürns;430006704;4583110596;429914777;4582909654;2161642;41394669;BUS -BCTE-BCTO--;2;7;Eixample;la Dreta de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;432546816;4582675655;432454865;4582474716;2192072;41390969;BUS -BCTE--;10;67;Sant Martí;la Vila Olímpica del Poblenou
K014;Transports i serveis relacionats;Autobusos diürns;432400171;458398273;432308222;4583781779;2190172;41402729;BUS -BCTE--;10;66;Sant Martí;el Parc i la Llacuna del Poblenou
K014;Transports i serveis relacionats;Autobusos diürns;426740798;4582185845;4266489;4581984912;2122692;41386049;BUS -BCTO--;4;20;Les Corts;la Maternitat i Sant Ramon
K014;Transports i serveis relacionats;Autobusos diürns;428820784;4582270968;428728867;4582070034;2147557;41387003;BUS -V9--;2;9;Eixample;la Nova Esquerra de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;434986634;4585195844;434894661;4584994881;2220982;41413869;BUS -V33--;10;70;Sant Martí;el Besòs i el Maresme
K014;Transports i serveis relacionats;Autobusos diürns;431276428;4590308394;431184491;4590107385;217601;41459606;BUS -76-104-199-183--;8;55;Nou Barris;Ciutat Meridiana
K015;Transports i serveis relacionats;Autobusos nocturns;433617548;4583224653;433525587;4583023709;2204818;41396003;NITBUS -N28--;10;68;Sant Martí;el Poblenou
K014;Transports i serveis relacionats;Autobusos diürns;429333694;4587594357;429241774;4587393373;2153068;41434993;BUS -V23--;7;43;Horta-Guinardó;Horta
K014;Transports i serveis relacionats;Autobusos diürns;427496362;458267123;427404458;4582470292;213167;41390489;BUS -E43--;4;19;Les Corts;les Corts
K014;Transports i serveis relacionats;Autobusos diürns;429690489;4581665253;429598564;4581464324;2158028;41381624;BUS -L95-E95--;2;10;Eixample;Sant Antoni
K014;Transports i serveis relacionats;Autobusos diürns;431092355;4580256933;431000417;4580056017;2174952;41369061;BUS -88-88B--;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K014;Transports i serveis relacionats;Autobusos diürns;429657524;4577963229;429565598;4577762335;2158064;41348278;BUS -88-88B--;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K014;Transports i serveis relacionats;Autobusos diürns;428168114;4575272854;428076201;4575071985;2140581;41323916;BUS -88-88B--;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K014;Transports i serveis relacionats;Autobusos diürns;42828242;4576489538;428190507;4576288658;2141803;41334884;BUS -88-88B--;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K014;Transports i serveis relacionats;Autobusos diürns;428627568;4577135959;428535652;4576935072;2145851;41340737;BUS -88-88B--;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K014;Transports i serveis relacionats;Autobusos diürns;43089585;4579690363;430803913;4579489452;2172668;41363941;BUS -88-88B--;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K014;Transports i serveis relacionats;Autobusos diürns;432976564;4582348635;432884609;4582147699;2197248;4138806;BUS -100--;10;67;Sant Martí;la Vila Olímpica del Poblenou
K014;Transports i serveis relacionats;Autobusos diürns;426326804;4582185907;42623491;4581984974;2117741;41386012;BUS -L97-E97-E98--;4;21;Les Corts;Pedralbes
K014;Transports i serveis relacionats;Autobusos diürns;428758629;4575014655;428666711;4574813788;2147667;41321643;BUS -PR4-88-88B--;3;12;Sants-Montjuïc;la Marina del Prat Vermell
K015;Transports i serveis relacionats;Autobusos nocturns;430505088;4582277172;430413156;4582076237;2167699;41387206;NITBUS -N14-N16--;2;7;Eixample;la Dreta de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;433097459;458674204;433005504;4586541063;2198208;4142764;BUS -V31--;10;73;Sant Martí;la Verneda i la Pau
K015;Transports i serveis relacionats;Autobusos nocturns;432338579;4582867993;43224663;4582667052;218956;41392684;NITBUS -N0--;10;66;Sant Martí;el Parc i la Llacuna del Poblenou
K015;Transports i serveis relacionats;Autobusos nocturns;433699048;4587144527;433607088;4586943546;2205363;41431315;NITBUS -N8--;9;59;Sant Andreu;el Bon Pastor
K014;Transports i serveis relacionats;Autobusos diürns;428404795;4587010818;428312883;458680984;2142021;41429655;BUS -135--;7;40;Horta-Guinardó;Montbau
K014;Transports i serveis relacionats;Autobusos diürns;42900572;4580912047;428913801;4580711125;2149928;4137478;BUS -150--;3;11;Sants-Montjuïc;el Poble-sec
K014;Transports i serveis relacionats;Autobusos diürns;429816947;45857057;429725022;4585504734;2159071;41418026;BUS -119--;7;37;Horta-Guinardó;el Carmel
K014;Transports i serveis relacionats;Autobusos diürns;429793759;4581094355;429701833;4580893431;2159329;41376491;BUS -141--;2;10;Eixample;Sant Antoni
K014;Transports i serveis relacionats;Autobusos diürns;428896236;4581115526;428804318;4580914602;2148595;41376603;BUS -V7--;2;9;Eixample;la Nova Esquerra de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;43011003;4587035215;430018103;4586834236;2162424;41430025;BUS -185-H2--;7;43;Horta-Guinardó;Horta
K014;Transports i serveis relacionats;Autobusos diürns;428363107;458626944;428271196;4586068469;214161;41422974;BUS -60--;7;38;Horta-Guinardó;la Teixonera
K014;Transports i serveis relacionats;Autobusos diürns;4280435;4581330239;42795159;4581129314;2138373;41378461;BUS -H10--;3;18;Sants-Montjuïc;Sants
K014;Transports i serveis relacionats;Autobusos diürns;425295171;4582201559;425203287;4582000626;2105402;41386058;BUS -V1--;4;21;Les Corts;Pedralbes
K014;Transports i serveis relacionats;Autobusos diürns;432366875;4587681367;432274927;4587480382;218936;41436039;BUS -133--;9;60;Sant Andreu;Sant Andreu
K014;Transports i serveis relacionats;Autobusos diürns;431077934;4589577379;430985999;4589376377;2173717;41453005;BUS -199--;8;54;Nou Barris;Torre Baró
K016;Transports i serveis relacionats;Autobus a l'aeroport;430755573;4582305202;430663638;4582104267;2170692;4138748;AEROBUS -A1--;2;7;Eixample;la Dreta de l'Eixample
K014;Transports i serveis relacionats;Autobusos diürns;427693083;4583606281;427601177;4583405335;2133911;41398929;BUS -H6--;5;26;Sarrià-Sant Gervasi;Sant Gervasi - Galvany
K014;Transports i serveis relacionats;Autobusos diürns;432703296;4587155837;432611345;4586954856;2193445;41431334;BUS -11-126-133--;9;60;Sant Andreu;Sant Andreu
K014;Transports i serveis relacionats;Autobusos diürns;429251157;4580918084;429159236;4580717162;2152862;41374856;BUS -65-165--;3;11;Sants-Montjuïc;el Poble-sec
K014;Transports i serveis relacionats;Autobusos diürns;423833313;4586353145;423741443;4586152174;2087397;41423311;BUS -118--;5;22;Sarrià-Sant Gervasi;Vallvidrera, el Tibidabo i les Planes
